"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 07 12:18:41 ICT 2026","Tue Apr 07 12:18:55 ICT 2026","14834","ChefMate Smoke Tests","Smoke Tests","smoke.LoginTest","smoke.LoginTest","DangNhap_TC_11_LoginEmptyPassword","DangNhap_TC_11 - Để trống Mật khẩu","Verify user cannot login with empty password field - should show error toast"
